gene_id	transcript_id	baseline_top3_mean_score	baseline_rank	n_windows	best_window_region_type	best_window_is_CDS	best_window_is_5UTR	best_window_is_3UTR	best_window_is_ncRNA	best_window_is_unknown	top3_CDS_fraction	top3_UTR_fraction	top3_ncRNA_fraction	top3_unknown_fraction	top3_inverted_repeat_score_mean	top3_palindrome_score_mean	top3_reverse_complement_4mer_density_mean	top3_reverse_complement_5mer_density_mean	top3_reverse_complement_6mer_density_mean	top3_local_self_complementarity_score_mean	top3_simple_repeat_score_mean	top3_stem_like_score_mean	top3_structure_peakiness_score_mean	top3_longest_high_paired_run_mean	top3_paired_run_density_mean	top3_max_local_paired_mean_41nt_mean	top3_max_local_paired_mean_81nt_mean	max_stem_like_score	max_longest_high_paired_run	score	audit_group	top_k_group
LOC_Os01g72530	LOC_Os01g72530.1	0.9391662666666668	4486	17	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7119485284677453	0.3570393509479804	0.6818950930626059	0.48639455782312924	0.39145299145299145	1.0	0.08787759046249725	0.8086315808386662	0.2229994527467618	31.333333333333332	0.71	0.932561409182665	0.876158007869014	0.8899096456388148	38.0	4.12151473014432	Top200 false positives	200
LOC_Os01g58890	LOC_Os01g58890.2	0.9880008733333332	214	86	unknown	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.7088578104676726	0.35023645277452387	0.6971235194585449	0.46938775510204084	0.37777777777777777	1.0	0.06456842599626382	0.7594757774787221	0.3224598878817455	31.666666666666668	0.56	0.9267606657694998	0.8551378917301632	0.816446304941565	36.0	4.0729764581574806	Top200 false positives	200
LOC_Os12g44250	LOC_Os12g44250.1	0.9742352166666666	1129	18	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7549474581164212	0.1656340839081956	0.8257191201353637	0.641156462585034	0.5230769230769231	0.7847847847847849	0.0513725724796646	0.8221008203733905	0.22895209347954756	30.666666666666668	0.7316666666666668	0.9679691277868381	0.8881973231770864	0.8500160519088187	32.0	3.9980090886257504	Top200 false positives	200
LOC_Os02g36210	LOC_Os02g36210.1	0.9860595066666668	322	58	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.707476387925989	0.3187253243090806	0.7021996615905245	0.4727891156462585	0.36239316239316244	1.0	0.07059487673475	0.7337862820095485	0.24531411977615267	27.0	0.6283333333333333	0.8980255126953128	0.8645021795245355	0.7804027724847562	29.0	3.83337657830924	Top200 false positives	200
LOC_Os06g23684	LOC_Os06g23684.2	0.9932314133333334	52	59	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7328600772436884	0.18510998307952622	0.7631133671742809	0.6037414965986395	0.49401709401709404	0.8034284284284284	0.05713560693017028	0.7067018200453058	0.3323176515358751	26.333333333333332	0.5883333333333334	0.873438793469251	0.7933455087520458	0.797803125788526	35.0	3.6908233921638116	Top200 false positives	200
LOC_Os06g43660	LOC_Os06g43660.3	0.9886558766666668	188	173	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6109990967786472	0.08908412512473425	0.7309644670050761	0.5204081632653061	0.37094017094017095	0.4326826826826826	0.046051235734115174	0.8215554277812886	0.25318740276239254	32.0	0.7133333333333334	0.9513329500105324	0.7940674144544718	0.8454403469039172	34.0	3.660844805600161	Top200 false positives	200
LOC_Os11g47870	LOC_Os11g47870.1	0.9940582	36	47	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6836577353836238	0.2864549438153499	0.6632825719120135	0.44047619047619047	0.3145299145299145	1.0	0.0926150540701135	0.6868098553086361	0.27541175287913544	25.0	0.5433333333333333	0.8920962325925754	0.788226987108772	0.7040272807299607	25.0	3.595302977808581	Top200 false positives	200
LOC_Os01g68230	LOC_Os01g68230.1	0.9742858866666668	1125	92	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6624551522013452	0.0703935094798039	0.8240270727580373	0.5595238095238094	0.4324786324786325	0.49624624624624625	0.053428721929796336	0.8061125931571816	0.2579810680747188	31.333333333333332	0.665	0.9700044461382117	0.8837663931120568	0.8500249698297765	34.0	3.578427201456324	Top200 false positives	200
LOC_Os01g10040	LOC_Os01g10040.2	0.8752219466666666	11355	51	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7187097054102131	0.34591956267083174	0.712351945854484	0.5	0.3811965811965812	1.0	0.028298134474589468	0.7182085007251441	0.25998513323645445	26.666666666666668	0.5966666666666667	0.8912921688420989	0.8241793824812021	0.7305864535696139	29.0	3.5289534688268223	Top200 false positives	200
LOC_Os02g05810	LOC_Os02g05810.2	0.9851197333333334	373	142	unknown	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.6908431018655818	0.11293765456202005	0.7851099830795262	0.5867346938775511	0.452991452991453	0.6293793793793794	0.04393506674771316	0.8112223242614974	0.21855223417602554	30.666666666666668	0.7533333333333333	0.9136669727844922	0.8375714634671624	0.8576654004662987	34.0	3.499889069873587	Top200 false positives	200
LOC_Os08g05620	LOC_Os08g05620.1	0.9367178233333332	4768	37	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6260101917933679	0.06193327259317106	0.7715736040609137	0.5102040816326531	0.3111111111111111	0.5371621621621622	0.03797827030301912	0.8404882084644907	0.23789734639467733	41.0	0.7200000000000001	0.9514646253934722	0.8429367556984042	0.9346466908028456	61.0	3.4864264112127197	Top200 true positives	200
LOC_Os12g40920	LOC_Os12g40920.1	0.9810010566666666	648	102	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5993064580011643	0.08231593561542801	0.7140439932318104	0.47108843537414963	0.31965811965811963	0.49174174174174173	0.04358664124238213	0.7523810824146117	0.26204878504237805	25.0	0.6883333333333334	0.9438099139105015	0.8479648355103325	0.7712633550264002	25.0	3.419674392846084	Top200 false positives	200
LOC_Os01g66290	LOC_Os01g66290.2	0.9190616333333332	6659	50	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5932319219266283	0.059386524361143646	0.7140439932318104	0.47108843537414963	0.34358974358974353	0.43743743743743746	0.026331105024810536	0.8304417971479214	0.23207915994749242	33.0	0.71	0.9563253914437645	0.9048914092558401	0.8354417971479214	33.0	3.314182019072125	Top200 false positives	200
LOC_Os09g39910	LOC_Os09g39910.2	0.9451201166666668	3883	147	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6381500675663112	0.07043689530999175	0.7952622673434856	0.5476190476190476	0.38803418803418804	0.45983483483483484	0.026157978928129516	0.8063091759306952	0.19409756381665502	29.333333333333332	0.7399999999999999	0.9455941944587525	0.8749106298258273	0.8568726710187712	35.0	3.2929144362389415	Top200 true positives	200
LOC_Os04g02640	LOC_Os04g02640.1	0.9806220633333332	673	34	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6646612510716934	0.08142652609657686	0.7969543147208121	0.5663265306122449	0.3811965811965812	0.5788288288288289	0.042678856538574866	0.7293178782165858	0.21781246931001694	22.333333333333332	0.7116666666666666	0.9179536346497578	0.854515183364413	0.7624769900484784	24.0	3.2599704172635025	Top200 false positives	200
LOC_Os09g28180	LOC_Os09g28180.1	0.9169132566666668	6919	79	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6627844540426121	0.0627012017874962	0.7580372250423012	0.5187074829931972	0.4034188034188035	0.6337587587587588	0.033370959978286034	0.7775751423835756	0.23692630102143297	28.0	0.6766666666666667	0.9560587604840601	0.9027320090144749	0.8139885035569107	28.0	3.2581891499683895	Top200 false positives	200
LOC_Os03g40600	LOC_Os03g40600.1	0.97518989	1063	18	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6933750343431271	0.06275326478372163	0.8426395939086294	0.5612244897959183	0.36068376068376073	0.7023273273273274	0.04726724656121642	0.7020450955548586	0.2588529665029147	22.0	0.6133333333333334	0.9428019533312421	0.9054485905317614	0.7176588743488964	22.0	3.232815473940387	Top200 false positives	200
LOC_Os10g33700	LOC_Os10g33700.2	0.9751855666666668	1064	106	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6708515399668409	0.19709314937741332	0.7580372250423011	0.5493197278911565	0.3897435897435897	0.6571571571571572	0.030784857813645494	0.6651454705532974	0.21981351242559746	18.0	0.6583333333333333	0.8871030783265589	0.792995506353339	0.6840356826976063	18.0	3.1952436922080802	Top200 true positives	200
LOC_Os11g41860	LOC_Os11g41860.2	0.9693374333333334	1535	45	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6117573473592327	0.061000477244132066	0.7411167512690356	0.4608843537414966	0.30085470085470084	0.5559309309309309	0.039682575069816754	0.707158671355829	0.2633544319451496	21.0	0.6666666666666666	0.9298093474008203	0.8344067565698191	0.72326845921152	21.0	3.180864349864864	Top200 false positives	200
LOC_Os06g09350	LOC_Os06g09350.1	0.8860759033333333	10234	12	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6542153493930143	0.259278059785674	0.6565143824027073	0.369047619047619	0.2820512820512821	0.9634634634634635	0.052412775232434816	0.6525409967789483	0.3321573071945008	24.0	0.465	0.8926229903368449	0.7557545512792014	0.6675411841539834	24.0	3.1620191180916537	Top200 false positives	200
LOC_Os04g49160	LOC_Os04g49160.1	0.9706781033333334	1430	23	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5194767038313085	0.04486528699726669	0.7715736040609137	0.4591836734693877	0.19658119658119658	0.3089339339339339	0.05205366667242493	0.7651660959378169	0.2312024963671163	26.0	0.7016666666666667	0.9438316211467837	0.8792967320469671	0.7783265001599382	26.0	3.1440489781595007	Top200 false positives	200
LOC_Os03g50390	LOC_Os03g50390.2	0.9719566466666668	1312	158	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6473823589704663	0.07895787235888758	0.7868020304568528	0.554421768707483	0.3316239316239316	0.5640640640640641	0.07475688543156332	0.6787496496474517	0.29745826539626247	22.0	0.5683333333333334	0.9179156156090217	0.7448123811203757	0.7083469946016141	24.0	3.136532550477632	Top200 false positives	200
LOC_Os12g24020	LOC_Os12g24020.1	0.9555930333333332	2849	84	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5576500633425941	0.023697340448609484	0.7563451776649747	0.467687074829932	0.2564102564102564	0.3911411411411412	0.029247231766510364	0.6571767832011712	0.3823908619246172	19.333333333333332	0.5683333333333334	0.919863682936847	0.7620088512024271	0.7127437827257607	24.0	3.116375943976779	Top200 false positives	200
LOC_Os06g47850	LOC_Os06g47850.1	0.9832469166666667	496	26	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5526830721500773	0.060215193717731784	0.6971235194585449	0.42857142857142855	0.335042735042735	0.4415665665665665	0.04166816956728592	0.7532925704501187	0.23808248218028769	27.333333333333332	0.6566666666666667	0.9198777113503557	0.8225809007024569	0.9154680329609692	40.0	3.114876779407828	Top200 false positives	200
LOC_Os10g40824	LOC_Os10g40824.1	0.9500679866666668	3358	38	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5491026636929466	0.04329471994446613	0.7445008460236887	0.39115646258503406	0.2324786324786325	0.43293293293293295	0.03131472933828674	0.7435414301347604	0.2825414249749593	26.666666666666668	0.6416666666666667	0.922290957070948	0.8330326193154103	0.8066556307164635	33.0	3.0881129464498844	Top200 false positives	200
LOC_Os03g39610	LOC_Os03g39610.2	0.97605332	996	64	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6756177080107464	0.056011106772528095	0.8020304568527918	0.5748299319727891	0.3948717948717948	0.6063563563563563	0.03981464936119466	0.7108399704026014	0.21483935691015685	21.333333333333332	0.7016666666666667	0.8975199112078039	0.8203462303420643	0.752963276161411	24.0	3.0805038944124847	Top200 false positives	200
LOC_Os05g41190	LOC_Os05g41190.1	0.9840826866666668	434	43	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6035324470531142	0.045780728014230554	0.7648054145516076	0.49659863945578225	0.3282051282051282	0.4280530530530531	0.03682049220594313	0.7574301718244062	0.19959380995201806	26.0	0.6983333333333334	0.9239571821398854	0.8382418572657393	0.7729857273799619	26.0	3.07756836922602	Top200 false positives	200
LOC_Os04g21340	LOC_Os04g21340.1	0.9824560666666668	543	29	CDS	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.6543398854711401	0.2379539242483405	0.6700507614213199	0.44727891156462585	0.3145299145299145	0.8398398398398399	0.04794596617247262	0.6488157418685231	0.26352287813540426	20.666666666666668	0.5666666666666667	0.863113892272236	0.7972084053259327	0.6904839839780235	25.0	3.0751676288431087	Top200 false positives	200
LOC_Os01g47680	LOC_Os01g47680.1	0.9817422333333332	596	37	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5848982082992236	0.08061521107206387	0.7580372250423012	0.4761904761904762	0.24957264957264957	0.49624624624624625	0.048652128823200275	0.6842195136631085	0.23481500721746876	18.0	0.6816666666666666	0.9209918743226587	0.8399866956742211	0.7166008453834348	19.0	3.0733696702857	Top200 false positives	200
LOC_Os09g33930	LOC_Os09g33930.5	0.9840936266666668	433	165	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.616595671247593	0.07037615514772876	0.7681895093062606	0.5272108843537414	0.3367521367521367	0.4786036036036036	0.04363578135257113	0.7570697601830086	0.17722656454419064	26.0	0.7116666666666668	0.9095426138823596	0.8387877703203586	0.8248287480051925	29.0	3.065952336365374	Top200 false positives	200
LOC_Os02g10390	LOC_Os02g10390.3	0.89476816	9345	82	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.4728606838396541	0.05851446917436765	0.6311336717428088	0.304421768707483	0.14871794871794872	0.36336336336336333	0.03948985322282454	0.7273937425897697	0.32429060607187216	24.0	0.6116666666666667	0.9705145611026423	0.8453298451478588	0.7504811356707318	24.0	3.062166482438916	Top200 false positives	200
LOC_Os03g24760	LOC_Os03g24760.1	0.96927535	1541	33	unknown	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.6295846336419214	0.09755303917740465	0.7749576988155669	0.5221088435374149	0.31794871794871793	0.5329079079079079	0.058197893094849705	0.6813455822021982	0.266437905607044	19.0	0.6333333333333333	0.9357034132732611	0.845642686871344	0.7023692819548816	23.0	3.0441102821333272	Top200 false positives	200
LOC_Os02g58670	LOC_Os02g58670.1	0.9367261133333334	4765	41	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6001407121965497	0.0551043429216018	0.6920473773265652	0.4047619047619048	0.24786324786324787	0.656031031031031	0.0292422489772782	0.754102369892565	0.23565463568895106	27.0	0.6916666666666668	0.8956404430110282	0.8895982724648933	0.7668801476703427	27.0	3.0431839036056143	Top200 false positives	200
LOC_Os01g64520	LOC_Os01g64520.1	0.9847065233333332	396	58	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6659835801025068	0.059412555859256366	0.7986463620981388	0.5867346938775511	0.4205128205128205	0.524024024024024	0.05853616342198061	0.7439811743759527	0.2553641613228347	40.0	0.5633333333333334	0.8852768564611916	0.7267436235529896	0.8912617505081301	57.0	3.0414420158780473	Top200 false positives	200
LOC_Os10g26720	LOC_Os10g26720.1	0.9691963	1550	33	unknown	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.6135125328054988	0.06534339884593691	0.7478849407783418	0.489795918367347	0.305982905982906	0.5238988988988988	0.04505571840200842	0.7194435913582158	0.2855097834155094	25.0	0.615	0.9183307740746477	0.84833250418612	0.7714819205679545	25.0	3.0384892527682723	Top200 true positives	200
LOC_Os12g33240	LOC_Os12g33240.2	0.98574555	334	79	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6370772721497885	0.06366002863464792	0.8121827411167514	0.5102040816326531	0.30256410256410254	0.5604354354354355	0.06679292644554484	0.6723184303345721	0.22612098452521556	17.0	0.66	0.931955291003716	0.757924892284252	0.6723184303345721	17.0	3.0318036979231886	Top200 false positives	200
LOC_Os05g51140	LOC_Os05g51140.1	0.9439124066666666	4011	49	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6283069303156322	0.052618334851837395	0.8307952622673435	0.5612244897959183	0.4034188034188035	0.34609609609609615	0.03388173048488527	0.7507372597174916	0.18423864079739458	23.0	0.735	0.942211779152475	0.8741446735927597	0.7526292067426977	23.0	3.022349318551957	Top200 false positives	200
LOC_Os11g24550	LOC_Os11g24550.1	0.9861140466666668	316	29	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5434211155349662	0.08230725844939042	0.6751269035532995	0.3843537414965987	0.19829059829059828	0.5148898898898899	0.053711311099759206	0.7394216025747905	0.2340809672750452	27.333333333333332	0.6583333333333333	0.8765981410577047	0.8127198896290343	0.8280493319131494	34.0	3.0163326388016465	Top200 false positives	200
LOC_Os12g16290	LOC_Os12g16290.1	0.9923838966666666	69	55	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.4406257893893863	0.0864853138964814	0.48561759729272413	0.2891156462585034	0.19829059829059828	0.3689939939939941	0.0771134909999933	0.7092302284137344	0.29377178102411244	26.0	0.5733333333333334	0.9043573519078697	0.8104642624717681	0.7297654662093497	26.0	2.9881270251561576	Top200 true positives	200
LOC_Os06g35940	LOC_Os06g35940.1	0.8529354433333335	13614	16	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6831765048443801	0.3143910798733134	0.6802030456852791	0.4846938775510205	0.37435897435897436	0.8766266266266266	0.033457917913577724	0.653368747932155	0.2760702669364149	23.666666666666668	0.5316666666666666	0.8367729104631318	0.7740764303953068	0.7008883583642604	27.0	2.9773506294099423	Top200 false positives	200
LOC_Os06g07914	LOC_Os06g07914.1	0.9329787866666668	5189	29	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.577557590900593	0.038140483318148295	0.7749576988155669	0.49659863945578225	0.24786324786324787	0.36836836836836834	0.04051075438475646	0.754610556735579	0.21501639426395458	25.333333333333332	0.6999999999999998	0.9304983368734036	0.839071091065191	0.8101174271397475	31.0	2.9530527317552284	Top200 false positives	200
LOC_Os03g29680	LOC_Os03g29680.1	0.9734523133333334	1199	24	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5357794393218613	0.05852314634040522	0.6751269035532995	0.4115646258503401	0.252991452991453	0.47810310310310317	0.03342867575746838	0.6587955072384863	0.29725370282767916	18.666666666666668	0.5966666666666667	0.9130531883821256	0.8437637564086128	0.6843141831808944	19.0	2.9522194194180775	Top200 true positives	200
LOC_Os08g40440	LOC_Os08g40440.1	0.93008398	5463	27	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.638381946761207	0.033020955355980736	0.847715736040609	0.5612244897959183	0.3914529914529914	0.3915165165165165	0.03562922421287402	0.7137105360909853	0.2213674761819583	20.0	0.6999999999999998	0.9411316082729559	0.8508979820420222	0.718462263064656	20.0	2.9450370464772644	Top200 false positives	200
LOC_Os01g07940	LOC_Os01g07940.1	0.9811995466666668	636	48	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5314507852687693	0.06186385526487049	0.7614213197969543	0.4098639455782313	0.26837606837606837	0.2175925925925926	0.0468902362526231	0.6463544179301275	0.29728764227961973	16.0	0.5983333333333334	0.9407299204570494	0.8850907575446391	0.6752459526837358	16.0	2.9373610983224987	Top200 false positives	200
LOC_Os03g06400	LOC_Os03g06400.2	0.9896737	155	84	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6628759946743994	0.07634170679855957	0.8087986463620981	0.6173469387755102	0.4102564102564103	0.477977977977978	0.08559677133951644	0.6383545227296307	0.27033795255486687	17.666666666666668	0.5933333333333333	0.8800635681888922	0.7370730461897673	0.6744177567861914	19.0	2.929564361351017	Top200 true positives	200
LOC_Os06g16330	LOC_Os06g16330.1	0.96072831	2347	49	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6561844595274618	0.11121957568658077	0.7749576988155669	0.5561224489795918	0.39829059829059826	0.5515515515515514	0.055668035290362246	0.6682070274533941	0.2194094546956401	18.666666666666668	0.6483333333333334	0.8896210823601823	0.8395663651909846	0.7172672275799078	20.0	2.9199444250944686	Top200 true positives	200
LOC_Os05g43650	LOC_Os05g43650.1	0.9375877533333332	4666	34	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6440864450182796	0.06787279274588918	0.7698815566835872	0.49659863945578236	0.3384615384615384	0.6154904904904904	0.03288253818765882	0.6592522139794782	0.24948500344830163	16.666666666666668	0.6333333333333333	0.9277566419384345	0.8581161817896023	0.6912422974129034	20.0	2.9154483827180657	Top200 true positives	200
LOC_Os02g49870	LOC_Os02g49870.2	0.9772901666666668	913	84	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5941669903054965	0.061069894572432636	0.751269035532995	0.5221088435374149	0.30769230769230765	0.4730980980980981	0.05931103554060966	0.7170308193217124	0.2740980644165734	31.0	0.525	0.8844257912984709	0.7497369870236871	0.8757040777439024	42.0	2.8851479803611797	Top200 false positives	200
LOC_Os06g07932	LOC_Os06g07932.1	0.9909331	111	59	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6441674568288056	0.07295761204390645	0.8071065989847716	0.5102040816326531	0.3384615384615384	0.565065065065065	0.08803470445112861	0.6368556779897633	0.25228578347672675	16.0	0.6583333333333333	0.8522337006359565	0.7892990740238393	0.6424094347449822	16.0	2.8765060439265575	Top200 false positives	200
